title,price,description
Куртка-пуховик Reima Jord,4 120 грн3 296 грн,"['\n\r\n\tСтильна пухова куртка для підлітків від бренду Reima. Чудовий вибір для тінейджера, якому важливо виділитись серед підлітків. Куртка виготовлена із дихаючого, водо- та вітрозахисного матеріалу, у ній вашій дитині не буде холодно, навіть у морозний, зимовий день.\xa0Дрібні речі можна помістити до двох кишень на блискавках та однієї внутрішньої кишені. Додатковий захист від вітру забезпечує знімний капюшон та манжети на подолі і рукавах. Куртка повністю безпечна для людини і навколишнього середовища (не містить шкідливих фторвуглеводів).\xa0Reima Jord\xa0відмінно підійде для прогулянок з друзями, подорожей за місто чи для школи.\xa0\n\nПризначення: прогулянки, щоденне використання у місті, зимові подорожі містами.\n\nОсобливості:\r\n\t- пухова (Fill Power 550)\r\n\t- дихаюча\r\n\t- вітрозахисна (2000 мм)\r\n\t- водозахисна (5000 мм)\r\n\t- дві кишені на блискавках\r\n\t- одна внутрішня кишеня\r\n\t- знімний капюшон\xa0\r\n\t- манжети на подолі і рукавах\r\n\t-\xa0не містить шкідливих фторвуглеводів\n\nТехнічні характеристики:\r\n\tМатеріал:\xa0100% polyester, polyurethane coating\r\n\tПідкладка:\xa0100% polyester\r\n\tУтеплювач: пух,\xa0перо (60%/40%), Fill Power 550\r\n\tВодозахищеність: 5000 мм\r\n\tПовітропроникність: 2000 мм\r\n\tТемпературний режим:\xa0-10...-30°C\n\nРекомендації по догляду:\n\r\n\t- ручне або машинне прання при температурі до 40°C\n\r\n\t- під час прання закрити блискавку\n\r\n\t- прати навиворіт\n\r\n\t- не використовувати відбілювач\n\r\n\t- сушити у машинці з 3 тенісними м`ячиками при низькій температурі\n\r\n\t- не прасувати\n\n']"
Пальто Fjallraven Snow Flake Parka Wms ,14 960 грн,"['\n\r\n\tДовге жіноче пальто-парка від Fjallraven із пуховим наповнювачем і зовнішньою тканиною Pertex Microlight. Це легкий і водночас дуже теплий виріб. Пальто-парка доволі довге (приблизно до колін) для того, щоб добре зігріти вас взимку. Багато парок здаються дуже громіздкими та їх важко носити. Fjallraven Snow Flake – відмінна легка та функціональна альтернатива. В такій парці буде дуже зручно.\n\r\n\tВсередині – тонкий гусячий пух, який забезпечує комфорт і тепло. Затишний капюшон зручно фіксується на гумці та затягується по краях. Завдяки високому коміру підборіддя та шия будуть захищені від вітру. У парки є дві бічні кишені, де можна зберігати рукавички та інші речі, до яких важливий швидкий доступ. Також передбачена нагрудна кишеня та внутрішня – для цінних речей.\n\nПризначення: для повсякденного носіння на відкритому повітрі в морозну пору.\n\nОсобливості:\r\n\t- довжина до колін і наповнювач із пуху дозволяють легко зігрітися\r\n\t- нерухомий регульований капюшон із флісовою підкладкою всередині коміра для комфорту й захисту\r\n\t- водостійка – вам буде сухо та комфортно, навіть коли йтиме сніг\r\n\t- має ізоляційний шар\r\n\t- двостороння передня блискавка, яку зручно швидко розстібати й застібати\r\n\t- 2 нижні кишені, 1 мобільна кишеня (всередині лівої нижньої кишені) і 1 внутрішя нагрудна кишеня – в них можна покласти рукавички, телефон, гаманець і ключі\r\n\t- має стильний маленький логотип бренду на грудях\r\n\t- містить нетекстильні елементи тваринного походження (перероблений якісний пух)\n\nТехнічні характеристики:\r\n\tМатеріал: 100% поліамід\r\n\tПідкладка: 100% поліамід\r\n\tНаповнювач: 95% гусячий пух, 5% перо,\xa0800 CUIN\r\n\tВага наповнювача: 200 г\r\n\tВага: 530 г (розмір S)\r\n\tКількість кишень: 3 (+1)\r\n\tКишені: 2 для рук, внутрішня, кишеня для телефону\n\nІнструкції з догляду:\r\n\tПрання: 40°C\xa0\r\n\tХімчистка: не рекомендується\r\n\tВідбілювання: не відбілювати\r\n\tПрасування: не прасувати\r\n\tСушка: сушити у пральній машині при низькій температурі\r\n\tКраще прати окремо. Після прання рекомендується наносити просочення, що не містить фторвуглеводнів. Не використовуйте кондиціонер для білизни, регулярно наносьте бальзам для шкіри на шкіряні деталі (логотип бренду на грудях, застібка на блискавці).\r\n\t\xa0\n\n']"
Куртка Mountain Equipment Altai Wmns Parka,11 763 грн,"['\n\r\n\tВодонепроникна утеплена жіноча парка, яка щодня забезпечує теплий комфорт навіть в найгіршу зимову погоду. Куртка виготовлена з міцної, вітро- й водостійкої тканини DRILITE® та наповнена високоякісним переробленим пухом. В місцях, найбільш схильних до намокання й компресування або стиснення, використовується синтетичний утеплювач PrimaLoft® Gold High Loft Ultra. Разом із подовженим кроєм це забезпечить вам найвищий рівень захисту в холодну й вологу погоду. Окрим того, куртка має стильний лаконічний дизайн, що однаково добре пасуватиме і до гірського, і до повсякденного одягу.\n\nПризначення: гірські походи, подорожі, місто\n\nОсобливості:\r\n\t- вітронепроникний та водостійкий зовнішній матеріал DRILITE® 50D з DWR без PFC\r\n\t- 190 г (розмір 12) переробленого пуху 700 FP\r\n\t- синтетичний утеплювач PrimaLoft® Gold High Loft Ultra (80 г на манжетах, накладках на плечі, 120 г на подолі)\r\n\t- подовжений крій для додаткового тепла та захисту\r\n\t- регульований капюшон на блискавці\r\n\t- двостороння центральна передня блискавка YKK® із зовнішньою захисною планкою\r\n\t- 2 кишені для рук, 2 великі кишені на блискавках та з клапанами\r\n\t- нагрудна кишеня на блискавці й з клапаном\r\n\t- внутрішня прихована кишеня на блискавці\n\nТехнічні характеристики:\r\n\tВага: 850 г\r\n\tМатеріал утеплювача: перероблений пух з FP мінімум 700, PrimaLoft® Gold High Loft Ultra\r\n\tМатеріал виготовлення: DRILITE® 50D\r\n\t\xa0\n\n']"
"
"
Куртка Mountain Equipment Sigma Down Wmns,12 533 грн,"[""\n\r\n\tMountain Equipment Sigma Women's – легка жіноча пухова куртка з капюшоном для швидких альпіністських сходжень, гірських чи туристичних походів або прогулянок в місті у прохолодну погоду. Займає мало місця в рюкзаку, мало важить та забезпечує надійний захист від холоду. Може використовуватись і як верхній, і як утеплюючий шар, залежно від погоди й пори року. В якості утеплювача тут використовується найкращий гусячий пух високої пружності. Матеріал куртки є водо- та вітростійким, тому раптова зміна погоди в ній не страшна. Капюшон куртки є достатньо великим, щоб одягнути його на каску, регулюється стяжками. Манжети куртки регулюються липучками, двоходова центральна блискавка утеплена планкою.\n\nПризначення: альпінізм, зимові походи, подорожі, місто\n\nОсобливості:\r\n\t- вітронепроникний та водостійкий зовнішній матеріал DRILITE® LOFT 30D\r\n\t- утеплювач - високоякісний гусячий пух\r\n\t- дві теплі бічні кишені на блискавках для рук\r\n\t- потайна нагрудна кишеня на блискавці\r\n\t- об'ємний регульований капюшон можна одягнути на каску\r\n\t- манжети регулюються клапанами на липучці\r\n\t- двоходова фронтальна блискавка YKK® з утепленою внутрішньою планкою\r\n\t- 2 регулюючі стяжки на нижній кромці куртки\n\nТехнічні характеристики:\r\n\tВага: 570 г\r\n\tУтеплювач: натуральний гусячий пух 90/10 800 FP\r\n\tМатеріал: DRILITE® Loft 30D (100% Polyamide, 53 г/м²)\r\n\t\xa0\n\n""]"
Куртка Mountain Equipment Superflux Wmns,5 311 грн,"[""\n\r\n\tMountain Equipment Superflux Jacket Wmns– жіноча утеплена куртка з капюшоном. Як наповнювач в ній використовується синтетичний матеріал POLARLOFT® Featherless від компанії 3M. Перевагою такого утеплювача є його здатність підтримувати хорошу термоізоляцію навіть у вологому стані, також він є легким і добре дихає. Може використовуватися як як верхній одяг, так і як утеплюючий шар. Атлетичний крій не сковує рухів. Еластичний капюшон можна одягнути на каску. Куртка найкраще підійде для активного відпочинку, прогулянок в місті восени чи навесні, подорожей в Норвегію, Ісландію чи інші прохолодні країни.\n\nПризначення: альпінізм, гірські походи, подорожі, місто\n\nОсобливості:\r\n\t- вітронепроникний та водостійкий зовнішній матеріал DRILITE® LOFT 20D\r\n\t- синтетичний утеплювач - 203 г POLARLOFT® Featherless (для розміру L)\r\n\t- прострочені наскрізь пакети для утеплювача (холодний шов)\r\n\t- крій Alpine fit (максимальне прилягання до фігури) не сковує рухів\r\n\t- дві теплі бічні кишені на блискавках для рук\r\n\t- потаємна внутрішня кишеня на блискавці\r\n\t- об'ємний еластичний капюшон можна одягнути на каску\r\n\t- еластичні манжети на рукавах та капюшоні\r\n\t- двоходова фронтальна блискавка YKK® з утепленою внутрішньою планкою\r\n\t- упаковується в середину власної бічної кишені\r\n\t- 2 регулюючі стяжки з фіксаторами на нижній кромці куртки\n\nТехнічні характеристики:\r\n\tВага: 420 г\r\n\tМатеріал утеплювача: POLARLOFT® Featherless\r\n\tМатеріал виготовлення: DRILITE® Loft 20D (100% Polyamide, 36 г/м²)\r\n\t\xa0\n\n""]"
Куртка Picture Organic Mohe,6 086 грн4 565 грн,"['\n\nMohe - чоловіча куртка, тепла й легка настільки, що ви забудете, що носите її. Модель поєднує в собі комбінацію ультралегкої й теплої тканини в безшовній конструкції, що забезпечує більшу водонепроникність, довговічність і додаткове тепло. Переплетення двох шарів тканини створює безшовні перегородки без використання ниток або клею, а специфічний дизайн зберігає наповнювач повністю розпрямленим.\n\r\n\tВ моделі також використовується якісний утеплювач Sorona для збереження ще більшої кількості тепла. Довговічна водовідштовхувальна обробка Teflon Ecoelite без PFC надає куртці водостійкості. Для більшого комфорту й посадки куртка Mohe має капюшон, манжети з лайкри, бічні кишені на блискавці та еластичні стрічки на подолі та капюшоні.\n\nПризначення: місто, подорожі, нескладні походи (хайкінг).\n\nОсобливості:\r\n\t- тепла й надзвичайно легка\r\n\t- унікальний стьобаний дизайн\r\n\t- безшовна конструкція забезпечує більшу водонепроникність, довговічність і додаткове тепло\r\n\t- унікальна конструкція зберігає наповнювач повністю розпрямленим, як наслідок, він утримує більше продукованого тілом тепла\r\n\t- якісний утеплювач Sorona\r\n\t- довговічна водовідштовхувальна обробка Teflon Ecoelite без PFC\r\n\t- капюшон з еластичним обідком\r\n\t- манжети з лайкри\r\n\t- еластичний поділ\r\n\t- бічні кишені на блискавці\r\n\t- м’який захист підборіддя на центральній блискавці\n\nТехнічні характеристики:\r\n\tСклад: 55% Recycled Polyester 45% Polyester\r\n\tВодозахист: Teflon Ecoelite PFC free durable water repellent treatment\r\n\tУтеплювач: Dupont Sorona synthetic down insulation\r\n\tВага: 640 г\r\n\t\xa0\n\n']"
Куртка Picture Organic Scape,6 766 грн5 075 грн,"['\n\r\n\tScape - стильна, двостороння чоловіча куртка для міських пригод чи виїздів на природу. Ця надлегка стьобана модель оснащена найкращими технологіями бренду Picture Organic, аби вам було тепло, затишно й сухо. Якісний утеплювач Sorona® для гарантує хорошу теплоізоляцію, а довговічна водовідштовхувальна обробка Teflon Ecoelite™ без PFC - максимальну водонепроникність. Еластичні поділ, манжети й капюшон забезпечують додатковий захист від вітру. Отримайте два стильних образи в одній куртці Scape від Picture Organic.\n\nПризначення: місто, подорожі, нескладні походи (хайкінг)\nОсобливості:\r\n\t- тепла й надзвичайно легка\r\n\t- стильний двосторонній дизайн - приємна опція, що допоможе урізноманітнити ваш гардероб\r\n\t- виготовлена з переробленого матеріалу\r\n\t- якісний наповнювач Sorona® гарантує хорошу термоізоляцію\r\n\t- довговічна водовідштовхувальна обробка Teflon Ecoelite™ без PFC\r\n\t- капюшон з еластичним обідком\r\n\t- еластичний поділ й манжети для додаткового теплозахисту\r\n\t- бічні кишені на блискавці\r\n\t- м’який захист підборіддя на центральній блискавці\n\nТехнічні характеристики:\r\n\tСклад: 100% Recycled Polyester\r\n\tВодозахист: Teflon Ecoelite™ PFC free durable water repellent treatment\r\n\tУтеплювач: Dupont™ Sorona® synthetic down insulation\r\n\tВага: 720 г\r\n\t\xa0\n\n']"
Куртка Picture Organic Sperky,9 146 грн6 860 грн,"['\n\r\n\tДвостороння екологічна чоловіча куртка Organic Sperky від Picture – модель 2022 року. Носіть її з двох сторін, змінюючи стиль і зберігаючи функціональність. У ній дуже тепло та комфортно, навіть коли на вулиці дощ або сніг. Все завдяки мембрані Dryplay 5K/5K із ізоляційним наповненням Sorona®. А через просочення Teflon EcoElite™ без ПФУ куртка стає повітропроникною та водонепроникною.\n\r\n\tВона зроблена з поліестеру та переробленого поліестеру із турботою про довкілля. Куртка зручно закривається на двосторонню YKK®-блискавку. А 2 місткі бічні кишені, ергономічний капюшон і еластичні манжети роблять верхній одяг ще більш практичним і зручним. Це стильний і функціональний вибір для повсякденного носіння взимку.\n\nОсобливості:\r\n\t- 2в1: внутрішню частину можна зробити зовнішньою\r\n\t- екологічна: частково зроблена з перероблених матеріалів\r\n\t- утеплення пухом Sorona®\r\n\t- водонепроникна\r\n\t- повітропроникна\r\n\t- ергономічний капюшон зручно регулюється\r\n\t- 2 плоскі кишені спереду на кнопках\r\n\t- нагрудна кишеня на потайній блискавці\r\n\t- еластичні ребристі манжети\r\n\t- двостороння застібка-блискавка YKK®\r\n\t- значок із синтетичної шкіри\n\nТехнічні характеристики:\r\n\tВага: 720 г\r\n\tПосадка: звичайна\r\n\tМатеріали (сторона 1): 54% поліестер, 46% перероблений поліестер\r\n\tМатеріали (сторона 2): 55% перероблений поліестер, 45% поліестер\r\n\tМембрана: Dryplay 5K/5K\r\n\tПуховий утеплювач: Dupont™ Sorona®\r\n\tВодовідштовхувальна здатність: Teflon Ecoelite™ (без PFC)\n\nМатеріали й технології:\n\nTeflon EcoElite™ – обробка, яка гарантує довговічний захист матеріалу від вологи та бруду. Все тому, що забезпечує високу водовідштовхувальну здатність.\n\nPFC-Free – просочення не має в складі фторвуглеводів, тому ця технологія вважається екологічно чистою.\n\nDryplay – міцна мембрана, яка на 100% переробляється. Вона водонепроникна, повітропроникна та не продувається. Забезпечує тілу сухість у будь-який час.\r\n\t\xa0\n\n']"
Куртка Alpine Pro Gabriell 5,3 195 грн,"['\n\r\n\tЧоловіча куртка\xa0Gabriell 5\xa0для міста й активного відпочинку від бренду Alpine Pro. Ідеальна для зими чи міжсезоння. Виготовлена \u200b\u200bз водо- й вітронепроникного дихаючого матеріалу, оснащена функціональною мембраною PTX та спеціальною обробкою DWR. Утеплена підкладкою Hi-Therm, має теплий капюшон із стяжкою та штучним хутром, захист підборіддя, рукави з в’язаними манжетами. Поділ куртки є регульованим.\n\r\n\tЧотири практичні кишені на блискавці підходять для розміщення аксесуарів, смартфона чи корисних дрібниць. Універсальність куртки підкреслюється подовженим кроєм у стилі Puffy, зручній приталеній посадці. Хороший варіант і для міста, і для активного відпочинку на природі.\n\nПризначення:\xa0піший туризм, катання на лижах та сноуборді, місто.\n\nОсобливості:\r\n\t- міцний водо- й вітронепроникний дихаючий матеріал\r\n\t- водозахисна мембрана PTX й просочення DWR\r\n\t- сучасний дизайн\r\n\t- незнімний капюшон з штучним хутром\r\n\t- 4 кишені на блискавках\r\n\t- тепла підкладка Hi-Therm\r\n\t- утеплений комір\r\n\t- захист підборіддя\r\n\t- рукави з манжетами\r\n\t- для зими чи міжсезоння\n\nТехнічні характеристики:\r\n\tМатеріал: 100% поліестер\r\n\tМембрана: PTX Snow, обробка DWR\r\n\tРівень водонепроникності: 3000 мм\r\n\tРівень паропроникності: 3000 г/м2 /24 год\r\n\t\xa0\n\n']"
Куртка Alpine Pro Gabriella 3,2 475 грн1 238 грн,"['\n\r\n\tЖіноча осіння куртка Alpine Pro Gabriella 3 виготовлена із дихаючого, водовідштовхуючого та вітростійкого матеріалу з мембраною PTX та обробкою ECO PFC Free, яка підтримує функціональні властивості. Ця обробка не містить фторвуглецю, тому є екологічно чистою. Модель має прилягаючий крій, теплу підкладку, глибокий теплий капюшон та кілька практичних кишень.\n\nПризначення: піший туризм, місто\n\nОсобливості:\r\n\t- високоякісний еластичний матеріал з функціональною дихаючою мембраною PTX, яка забезпечує відмінні водовідштовхуючі властивості, а також високу вітронепроникність\r\n\t- обробка ECO PFC Free збільшує вологостійкість матеріалу та є екологічно чистою\r\n\t- зручний прилягаючий крій\r\n\t- тепла підкладка\r\n\t- рукави з еластичним манжетом\r\n\t- теплий комір та незнімний капюшон зі стяжкою\r\n\t- регулювання ширини низу\r\n\t- блискавки з подовженими язичками для більшої зручності користування\r\n\t- три кишені: внутрішня на блискавці та зовнішні\r\n\t- нашивка на рукаві\n\nДогляд та прання:\nЯк доглядати за мембранною курткою?\nЗасоби для прання та догляду за курткою\n\nТехнічні характеристики:\r\n\tМатеріал: 100% поліестер, мембрана PTX, обробка\xa0Bionic-Finish\xa0ECO\r\n\tРівень водонепроникності: 3000 мм\r\n\tРівень паропроникності: 3000 г/м2 /24 год\n\nТехнології і матеріали:\nPTX – дихаюча мембрана, яка забезпечує високий рівень водонепроникності, ефективну терморегуляцію і швидке відведення вологи назовні.\nBionic-Finish ECO – унікальне довговічне покриття, яке забезпечує високі показники вітро- та водонепроникності для захисту текстилю від вологи та бруду. Складається із полімерів, які створюють невидиму плівку на поверхні текстильних волокон, не міняючи природніх властивостей матеріалу. Не містить фторвуглецю, тому є екологічно чистим.\r\n\t\xa0\n\n']"
Куртка Alpine Pro Icyb 7,3 622 грн,"['\n\nAlpine Pro Icyb 7 - легка і стильна чоловіча куртка. Завдяки функціональності, куртку можна використовувати як для міста, так і для подорожей і легкого хайкінгу. Розроблена для зимового використання, зі штучним хутром (можна зняти) і синтетичним утеплювачем. Від вітру та вологи захищає\xa0мембрана\xa0PTX.\n\r\n\tКуртка має рукава з манжетами, регульований поділ та 5 незамінних кишень. Вона стане улюбленою для урбаністичних пригод і щоденного використання.\n\nПризначення: щоденне використання у місті, туризм, хайкінг, урбаністичні подорожі.\n\nОсобливості: \r\n\t- мембрана PTX\xa0\r\n\t- водозахищена, паропроникна і вітрозахисна\r\n\t- капюшон з штучних хутром (хутро можна зняти)\r\n\t- синтетичний утеплювач\r\n\t- поділ регулюється\r\n\t- рукава з манжетами\r\n\t- 5 практичних кишень\n\nМатеріали і технології:\r\n\tМатеріал: 100% поліестер\r\n\tУтеплювач: синтетика\r\n\tМембрана: PTX\r\n\tПаропроникність: 3000 г/м2/24 год\xa0\r\n\tВодозахищеність: 3000 мм\r\n\t\xa0\n\n']"
Куртка Alpine Pro Idik,2 513 грн,"['\n\r\n\tЧоловіча двостороння зимова куртка Alpine Pro Idik.\xa0Дозволить завжди почуватись стильно, а ще обирати колір верхнього одягу під настрій. Куртка\xa0виготовлена з ультралегкого матеріалу з відмінними вітрозахисними та водовідштовхуючими властивостями, які досягаються завдяки спеціальній обробці Teflon EcoElite, тоді як синтетичний утеплювач Hi-Therm\xa0забезпечує відмінну теплоізоляцію.\n\r\n\tМодель має зручний напівприлягаючий крій та контрастну стьобану теплу підкладку. Еластичний кант на капюшоні, рукавах та внизу куртки сприяє кращому приляганню та перешкоджає потраплянню вітру і холоду всередину. Окрім того, куртка оснащена чотирма кишенями на блискавці та глибоким теплим капюшоном.\n\nПризначення:  піший туризм, скандинавська ходьба, хайкінг, місто.\n\nОсобливості: \r\n\t- стильний двосторонній дизайн\r\n\t- ультралегкий матеріал з обробкою Teflon EcoElite\xa0для забезпечення відмінних вітрозахисних та водовідштовхуючих властивостей\r\n\t- утеплювач Hi-Therm\xa0гарантує ефективну теплоізоляцію\r\n\t- зручний напівприлягаючий крій\r\n\t- декоративні шви\r\n\t- теплий комір-стійка із захистом підборіддя\r\n\t- контрасна підкладка з принтом\r\n\t- рукави та низ куртки з еластичним кантом\r\n\t- незнімний глибокий капюшон з еластичним кантом\r\n\t- чотири кишені на блискавці, в тому числі внутрішня\r\n\t- блискавки з подовженими язичками для більшої зручності користування\r\n\t- логотип спереду\n\nТехнічні характеристики:\r\n\tМатеріал: 100% нейлон, обробка Teflon EcoElite\r\n\tУтеплювач: Hi-Therm\n\nМатеріали і технології:\r\n\tTeflon EcoElite\xa0\xa0– обробка, яка забезпечує матеріалу високу водонепроникність, гарантуючи довговічний захист виробу від бруду та вологи.\nHi-Therm\xa0– легкий та м’який синтетичний наповнювач з відмінними теплоізоляційними властивостями.\n\r\n\t\xa0\n\n']"
Куртка Fjallraven Greenland Winter Jacket Mns,11 220 грн,"[""\n\r\n\tКласична зимова чоловіча куртка від Fjallraven на теплій тедді-підкладці. Це ідеальний вибір, якщо ви шукаєте довговічний верхній одяг для відпочинку на природі та повсякденного носіння в місті. Все завдяки атмосферостійкій верхній тканині, м'якій підкладці з флісу та практичним деталям. Це нова модель, схожа на класику 1970-х, яка зігрівала покоління любителів природи. Тільки тепер із поліпшеною посадкою та з екологічно чистих матеріалів. Водостійкі властивості куртки можна поліпшити за допомогою гренландського воску, який ще більше збільшує довговічність і без того довговічної куртки.\n\nПризначення: повсякденне носіння в місті й на природі в зимову пору.\n\nОсобливості:\r\n\t- міцна, ізоляційна та зручна\r\n\t- з вітро- й водонепроникного матеріалу G-1000 Eco\r\n\t- нова покращена посадка\r\n\t- підкладка Teddy-фліс із поліестеру\r\n\t- в складі – 65% переробленого поліестеру й 35% органічної бавовни\r\n\t- можна просочити гренландським воском для додаткового захисту від атмосферних впливів\r\n\t- просочення без фторвуглероднів, органічні матеріали\r\n\t- зроблена з перероблених матеріалів\n\nТехнічні характеристики:\r\n\tМатеріал: G-1000 Eco: 65% поліестер, 35% бавовна\r\n\tПідкладка: 100% поліестер\r\n\tНаповнювач: Supreme Microloft: 100% поліестер\r\n\tВага наповнювача: 115 г/м²\r\n\tВага 1260 г (розмір M)\r\n\tДля зросту: 189 см (розмір M)\r\n\tКількість кишень: 7\r\n\tКишень: нагрудні з ґудзиками, кишені для рук, внутрішні кишені\n\nМатеріали й технології:\nFjällräven G-1000 – тканина, розроблена Fjallraven. Вона зносостійка та довговічна, призначена для носіння на вулиці. У поєднанні з позачасовим дизайном тканина дозволяє створювати продукти, які можуть використовуватися протягом десятків років.\n\nРекомендації з догляду:\r\n\tПрання: 40°C\xa0\r\n\tХімчистка: не рекомендується\r\n\tВідбілювання: не відбілювати\r\n\tСушка: не сушити в пральній машині\r\n\tПрасування: прасувати за температури максимум 110°C\r\n\tПрання: прати окремо, не використовувати кондиціонер для білизни\r\n\t\xa0\n\n""]"
Куртка Fjallraven Greenland Winter Parka Wms,13 600 грн,"[""\n\r\n\tЗимова жіноча куртка-парка з підкладкою з тедді-флісу в класичному стилі бренду Fjallraven. Це міцний і універсальний виріб для будь-яких повсякденних прогулянок. З цією довгою теплою курткою вам буде тепло навіть у морози. У зимовій парці Greenland передбачена м'яка плюшева підкладка та зручний капюшон. А затишні кишені для рук зігріють вас як у лісі, так і в дорозі на навчання, роботу чи під час прогулянки з друзями. Класичний стиль і міцна тканина G-1000 Eco дозволили створити парку, яка не буде зношуватися. Ця куртка здатна стати вашим фаворитом на довгі роки.\n\nПризначення: для повсякденного носіння взимку, подорожі.\n\nОсобливості:\r\n\t- міцний вітро- і водонепроникний матеріал G-1000 Eco вбереже від холоду\r\n\t- зроблена з 65% переробленого поліестеру та 35% органічної бавовни\r\n\t- можна просякнути гренландським воском для додаткового захисту від атмосферних впливів\r\n\t- підкладка з поліестеру з флісом teddy\r\n\t- кишені для рук на флісовой підкладці з прихованими кнопками\r\n\t- містить нетекстильні елементи тваринного походження\n\nТехнічні характеристики:\r\n\tМатеріал: G-1000 Eco – 65% поліестер, 35% бавовна\r\n\tПідкладка: 100% поліестер\r\n\tНаповнювач: Supreme Microloft – 100% поліестер\r\n\tВага наповнювача: 115 г/м²\r\n\tВага: 1270 г (розмір S)\r\n\tНа зріст: 177 см (розмір S)\r\n\tКількість кишень: 5\r\n\tКишені: нагрудний на блискавці, кишені для рук, внутрішні кишені\n\nМатеріали й технології:\nFjällräven G-1000 – тканина, розроблена Fjallraven. Вона зносостійка та довговічна, призначена для носіння на вулиці. У поєднанні з позачасовим дизайном тканина дозволяє створювати продукти, які можуть використовуватися протягом десятків років.\n\nРекомендації з догляду:\r\n\tПрання: 40°C\r\n\tХімчистка: не можна піддавати хімічній чистці\r\n\tВідбілювання: не відбілювати\r\n\tСушка: не сушити в сушильній машині\r\n\tПрасування: прасувати обережно при температурі максимум 110°C\r\n\tПрання: прати окремо, не використовувати кондиціонер для білизни\r\n\t\xa0\n\n""]"
Куртка Fjallraven Skogso Padded Jacket Mns,12 920 грн,"['\n\r\n\tЛегка та зручна зимова чоловіча куртка від Fjallraven з G-1000 із синтетичним утеплювачем. У неї є фіксований регульований капюшон, який щільно прилягає до голови та шиї, кілька практичних кишень і зручні деталі. Це відмінний вибір, якщо ви шукаєте одяг для холодних і морозних днів. Вона зможе легко протистояти волозі та вітру – вам буде тепло, сухо й комфортно навіть під короткочасним дощем.\xa0G-Loft Supreme – цей синтетичний наповнювач, який забезпечує додаткове тепло, коли ви перебуваєте в умовах підвищеної вологості. Манжети легко та швидко регулювати, використовуючи кнопки. Куртка застібається на двосторонню блискавку, вона прикривається захисним клапаном (він закривається на кнопки на подолі, грудях і підборідді).\n\r\n\tВи можете зручно зберігати свої речі в 6-ти кишенях. Передбачено дві вертикальні на грудях і дві по боках. Ці кишені на блискавках мають великогабаритні застібки, щоб їх можна було легко відкривати й закривати в рукавичках. Також всередині є дві місткі сітчасті кишені, вони ідеально підходять для зберігання рукавичок або телефону. Поділ можна легко регулювати за шнурок, щоб куртка ідеально на вас сиділа.\n\nПризначення: для повсякденного носіння на взимку, подорожі.\n\nОсобливості:\r\n\t- водостійка та вітрозахисна\r\n\t- легка й при цьому тепла\r\n\t- з легким утеплювачем із G-1000 Original, наповнена G-Loft Supreme\r\n\t- регульований капюшон, який щільно прилягає, вбереже від вітру\r\n\t- двостороння передня блискавка зі зручними для рукавичок застібками\r\n\t- дві нагрудні кишені, дві кишені для рук, прикриті планками, а також кишеня для телефона та внутрішня\r\n\t- містить нетекстильні елементи тваринного походження\r\n\t- з просоченням без фторвуглероднів\n\nТехнічні характеристики:\r\n\tМатеріал: G-1000 Original: 65% поліестер, 35% бавовна; G-1000® Lite: 65% поліестер, 35% бавовна\r\n\tПідкладка: 100% поліамід\r\n\tНаповнювач: G-Loft Supreme: 100% поліестер\r\n\tВага наповнювача: 145 г/м²\r\n\tВага: 1120 г (розмір M)\r\n\tДля зросту: 186 см (розмір M)\r\n\tКількість кишень: 6\r\n\tКишені: 2 нагрудні, 2 для рук, внутрішня кишеня, для телефону\n\nМатеріали й технології:\nFjällräven G-1000 – тканина, розроблена Fjallraven. Вона зносостійка та довговічна, призначена для носіння на вулиці. У поєднанні з позачасовим дизайном тканина дозволяє створювати продукти, які можуть використовуватися протягом десятків років.\n\nРекомендації з догляду:\r\n\tПрання: 40°C (звичайний процес)\r\n\tХімчистка: не рекомендується\r\n\tВідбілювання: не відбілювати\r\n\tСушка: не сушити в пральній машині\r\n\tПрасування: прасувати за температури максимум 110 °C\r\n\tПрання: прати окремо, не використовувати кондиціонер для білизни\r\n\t\xa0\n\n']"
